,context,id,identifier,image,note,reading,sign,tablet
2229,LÚ.gu-du-du,10267,f3b74d28-0729-44c5-8792-75bca2fce5b5__oip-114-18,glyph_img/f3b74d28-0729-44c5-8792-75bca2fce5b5__oip-114-18.png,,LÚ,128,570
2230,LÚ.gu-du-du,10266,1be8f003-523d-4905-82e8-50b42fcef09c__oip-114-18,glyph_img/1be8f003-523d-4905-82e8-50b42fcef09c__oip-114-18.png,,gu,111,570
2231,UNUG.KI,10265,940a5611-a6e7-4a82-b448-fa09b0cc76af__pts-2001,glyph_img/940a5611-a6e7-4a82-b448-fa09b0cc76af__pts-2001.png,GN (l.20),KI,193,568
2232,UNUG.KI,10264,a87cb696-05f9-4c5d-864a-d051dada7b86__pts-2001,glyph_img/a87cb696-05f9-4c5d-864a-d051dada7b86__pts-2001.png,GN (l.20),UNUG,162,568
2233,LÚ.qí-i-pu,10263,36a86bbc-3bc5-433c-999a-ec12b2730ba4__pts-2001,glyph_img/36a86bbc-3bc5-433c-999a-ec12b2730ba4__pts-2001.png,l.2,LÚ,128,568
2234,LUAGL,10262,0b6e695c-d0e2-4bb0-bc3c-e185e87762cc__pts-2001,glyph_img/0b6e695c-d0e2-4bb0-bc3c-e185e87762cc__pts-2001.png,l.11,LUGAL,72,568
2235,IM,10261,d556f427-e20e-4756-b474-1d8913393f60__pts-2001,glyph_img/d556f427-e20e-4756-b474-1d8913393f60__pts-2001.png,l.1,IM,144,568
2236,šit-tu4,10260,404fc5fc-61f0-4096-8277-c9f4b9b3a1f7__bin-1-70,glyph_img/404fc5fc-61f0-4096-8277-c9f4b9b3a1f7__bin-1-70.png,l.27,šit,16,567
2237,li-kul,10259,59cce51c-6dc0-48f8-9b2a-48a0b2315fd0__bin-1-70,glyph_img/59cce51c-6dc0-48f8-9b2a-48a0b2315fd0__bin-1-70.png,l.27,kul,223,567
2238,li-kul,10258,57ca897c-72d2-4a51-9365-166fa6427e51__bin-1-70,glyph_img/57ca897c-72d2-4a51-9365-166fa6427e51__bin-1-70.png,l.27,li,175,567
2239,LÚ.qí-i-pi,10257,f64d549b-9648-4adf-aae8-3385fddd4a22__bin-1-70,glyph_img/f64d549b-9648-4adf-aae8-3385fddd4a22__bin-1-70.png,l.26,LÚ,128,567
2240,EN-ia,10256,415d2d0d-e7fe-48a6-bfd7-a8e4b0342a2f__bin-1-70,glyph_img/415d2d0d-e7fe-48a6-bfd7-a8e4b0342a2f__bin-1-70.png,l.21,ia,222,567
2241,ta-qab-bak-ka,10255,9137ea23-30db-420c-addb-07efb449d2a7__bin-1-70,glyph_img/9137ea23-30db-420c-addb-07efb449d2a7__bin-1-70.png,l.23,ka,178,567
2242,ŠUK.ḪI.A-ni,10254,7c2da42f-da2f-41fc-9a3b-c2133ee849d8__bin-1-70,glyph_img/7c2da42f-da2f-41fc-9a3b-c2133ee849d8__bin-1-70.png,l.24,HI,141,567
2243,ta-qab-bak-ka,10253,17b5a9a7-cb01-42b9-967c-da630f5fe8c7__bin-1-70,glyph_img/17b5a9a7-cb01-42b9-967c-da630f5fe8c7__bin-1-70.png,l.23,qab,21,567
2244,ta-qab-bak-ka,10252,710525c5-7e27-4900-9391-dbc75524b149__bin-1-70,glyph_img/710525c5-7e27-4900-9391-dbc75524b149__bin-1-70.png,l.23,ta,154,567
2245,al-ta-par,10251,f4d42629-a974-4a5b-a510-a37649c452b7__bin-1-70,glyph_img/f4d42629-a974-4a5b-a510-a37649c452b7__bin-1-70.png,l.22,al,117,567
2246,DUMU-šú,10250,85e0ec82-7560-4b9e-a330-0db6e461b37a__bin-1-70,glyph_img/85e0ec82-7560-4b9e-a330-0db6e461b37a__bin-1-70.png,l.21,DUMU,64,567
2247,en-na,10249,e3377be0-19e7-4b5f-a91e-c2fb07c41d90__bin-1-70,glyph_img/e3377be0-19e7-4b5f-a91e-c2fb07c41d90__bin-1-70.png,l.20,en,233,567
2248,GIŠ.ŠUB.BA-šú,10248,dc9664ed-0c75-455b-83e2-d71eeee467f9__bin-1-70,glyph_img/dc9664ed-0c75-455b-83e2-d71eeee467f9__bin-1-70.png,l.16,ŠUB,173,567
2249,GIŠ.KIRI6-šú,10247,69454ada-d335-483c-8c8b-dbd66dae83d6__bin-1-70,glyph_img/69454ada-d335-483c-8c8b-dbd66dae83d6__bin-1-70.png,l.17,GIŠ,15,567
2250,man-nu,10246,15cfe2a0-9d45-4c8a-a4ae-af59b77aed1d__bin-1-70,glyph_img/15cfe2a0-9d45-4c8a-a4ae-af59b77aed1d__bin-1-70.png,l.16,man,75,567
2251,nu-kúr-tu4,10245,b61377e6-bda9-4f01-a8d6-25c22f4b4cfd__bin-1-70,glyph_img/b61377e6-bda9-4f01-a8d6-25c22f4b4cfd__bin-1-70.png,l.8,tu4,164,567
2252,nu-kúr-tu4,10244,aa7a04ff-4b9f-4e3b-9c90-06d20782dc07__bin-1-70,glyph_img/aa7a04ff-4b9f-4e3b-9c90-06d20782dc07__bin-1-70.png,l.8,kúr,67,567
2253,it-ti,10243,fee92316-c2b4-49af-848a-16e2fa65511e__bin-1-70,glyph_img/fee92316-c2b4-49af-848a-16e2fa65511e__bin-1-70.png,l.10,ti,171,567
2254,EN.MEŠ,10242,13dc176a-2c92-44ee-9b35-6ad305c6d4cf__bin-1-70,glyph_img/13dc176a-2c92-44ee-9b35-6ad305c6d4cf__bin-1-70.png,l.11,MEŠ,115,567
2255,it-ti,10241,1520a6da-b560-4883-85a4-cb55afc8d43e__bin-1-70,glyph_img/1520a6da-b560-4883-85a4-cb55afc8d43e__bin-1-70.png,l.10,it,130,567
2256,am-me-ni,10240,7367e6f0-e793-4118-b4cc-c749b68a6f1a__bin-1-70,glyph_img/7367e6f0-e793-4118-b4cc-c749b68a6f1a__bin-1-70.png,l.10,me,209,567
2257,am-me-ni,10239,c3cf92c9-29b1-40bf-8c6e-30e5602d04a4__bin-1-70,glyph_img/c3cf92c9-29b1-40bf-8c6e-30e5602d04a4__bin-1-70.png,l.10,am,159,567
2258,šá,10238,95d9fcc6-67d5-4536-997f-31811dd29079__bin-1-70,glyph_img/95d9fcc6-67d5-4536-997f-31811dd29079__bin-1-70.png,l.9,šá,11,567
2259,UNUG.KI,10237,c8d41200-db9d-4d3a-a445-df2c78f06af8__bin-1-70,glyph_img/c8d41200-db9d-4d3a-a445-df2c78f06af8__bin-1-70.png,GN (l.9),KI,193,567
2260,UNUG.KI,10236,a53c4de7-ffb0-43a2-b9f6-e3389d95a57d__bin-1-70,glyph_img/a53c4de7-ffb0-43a2-b9f6-e3389d95a57d__bin-1-70.png,GN (l.9),UNUG,162,567
2261,pa-na-at,10235,55a2e0aa-d9bd-4a01-88c9-b434eaf18ef1__bin-1-70,glyph_img/55a2e0aa-d9bd-4a01-88c9-b434eaf18ef1__bin-1-70.png,l.8,pa,14,567
2262,liq-ba-a4,10234,7593d2fb-c040-4e59-bb5b-6870416538b9__bin-1-70,glyph_img/7593d2fb-c040-4e59-bb5b-6870416538b9__bin-1-70.png,l.7,ba,182,567
2263,liq-ba-a4,10233,e291ad95-6d16-43bd-9679-5ff285c3125f__bin-1-70,glyph_img/e291ad95-6d16-43bd-9679-5ff285c3125f__bin-1-70.png,l.7,liq,108,567
2264,šu-lum,10232,7cc5ea1f-3da1-4947-ae5b-68853a6a4ace__bin-1-70,glyph_img/7cc5ea1f-3da1-4947-ae5b-68853a6a4ace__bin-1-70.png,l.6,šu,135,567
2265,d.GAŠAN šá UNUG.KI,10231,c3a30454-875e-40fa-96fa-00049072efa0__bin-1-70,glyph_img/c3a30454-875e-40fa-96fa-00049072efa0__bin-1-70.png,DN (l.5),GAŠAN,52,567
2266,AD-ni,10230,f8564d3d-94c0-4a05-8a32-4dbf5a8b2710__bin-1-70,glyph_img/f8564d3d-94c0-4a05-8a32-4dbf5a8b2710__bin-1-70.png,l.5,ni,210,567
2267,šu-lum,10229,38d9822a-b8c0-43ee-a14d-4b3295beabb3__bin-1-70,glyph_img/38d9822a-b8c0-43ee-a14d-4b3295beabb3__bin-1-70.png,l.4,lum,110,567
2268,I.d.in-nin-MU-ÙRU,10228,de3f80c3-d3b1-4417-bc4e-9153c9e153b4__bin-1-70,glyph_img/de3f80c3-d3b1-4417-bc4e-9153c9e153b4__bin-1-70.png,PN (l.2),ÙRU,129,567
2269,lu-ú,10227,21ed64aa-9f15-42ef-a515-9dde3e476420__bin-1-70,glyph_img/21ed64aa-9f15-42ef-a515-9dde3e476420__bin-1-70.png,l.4,lu,114,567
2270,AD-šú-nu,10226,adea2d75-4b15-4c3c-8bdc-b585331d9c14__bin-1-70,glyph_img/adea2d75-4b15-4c3c-8bdc-b585331d9c14__bin-1-70.png,l.4,nu,226,567
2271,AD-šú-nu,10225,69d6b3a5-34af-4f03-b750-fcb073cb45ac__bin-1-70,glyph_img/69d6b3a5-34af-4f03-b750-fcb073cb45ac__bin-1-70.png,l.4,šú,113,567
2272,AD-šú-nu,10224,5892056d-9dd9-4448-8253-323e52ccef02__bin-1-70,glyph_img/5892056d-9dd9-4448-8253-323e52ccef02__bin-1-70.png,l.4,AD,157,567
2273,a-na,10223,8b243614-2ebf-4522-8e85-414cf23e4d05__bin-1-70,glyph_img/8b243614-2ebf-4522-8e85-414cf23e4d05__bin-1-70.png,l.3,na,172,567
2274,a-na,10222,8b9700b7-8ae8-4b11-9434-2ff75244e60b__bin-1-70,glyph_img/8b9700b7-8ae8-4b11-9434-2ff75244e60b__bin-1-70.png,l.3,a,107,567
2275,I.d.in-nin-MU-ÙRU,10221,c32971c3-d439-4868-b49b-b82eab30741f__bin-1-70,glyph_img/c32971c3-d439-4868-b49b-b82eab30741f__bin-1-70.png,PN (l.2),MU,174,567
2276,I.d.in-nin-MU-ÙRU,10220,ef4480b3-07ed-4814-83c4-4fc0871dfdc0__bin-1-70,glyph_img/ef4480b3-07ed-4814-83c4-4fc0871dfdc0__bin-1-70.png,PN (l.2),nin,112,567
2277,I.d.in-nin-MU-ÙRU,10219,77141121-9550-43b4-bb16-b7b3fc52c87c__bin-1-70,glyph_img/77141121-9550-43b4-bb16-b7b3fc52c87c__bin-1-70.png,PN (l.2),in,158,567
2278,I.mar-duk,10218,db9b1653-13df-485a-8dbc-921883ba20b8__bin-1-70,glyph_img/db9b1653-13df-485a-8dbc-921883ba20b8__bin-1-70.png,PN (l.1),duk,120,567
2279,I.mar-duk,10217,486d178a-6fd3-47ea-9493-2aa610f38563__bin-1-70,glyph_img/486d178a-6fd3-47ea-9493-2aa610f38563__bin-1-70.png,PN (l.1),mar,100,567
2280,a-na,10216,26903a2d-2175-410f-a804-b8a66564c9ed__oip-114-12,glyph_img/26903a2d-2175-410f-a804-b8a66564c9ed__oip-114-12.png,,na,172,566
2281,šub-ti-ni,10215,f3cbc8fe-005f-4c76-a646-70ed937b8752__oip-114-12,glyph_img/f3cbc8fe-005f-4c76-a646-70ed937b8752__oip-114-12.png,,ni,210,566
2282,e-re-bi-ni,10214,4f1b7bf8-18d2-48b0-83cb-1ad39f91e091__oip-114-12,glyph_img/4f1b7bf8-18d2-48b0-83cb-1ad39f91e091__oip-114-12.png,,re,167,566
2283,e-re-bi-ni,10213,3c572bc3-7025-4a21-8746-98951f377a2c__oip-114-12,glyph_img/3c572bc3-7025-4a21-8746-98951f377a2c__oip-114-12.png,,e,119,566
2284,ina muh-hi-šú,10212,0578f7f6-fc91-471a-af62-0ae78af5ae67__oip-114-12,glyph_img/0578f7f6-fc91-471a-af62-0ae78af5ae67__oip-114-12.png,,hi,141,566
2285,ina muh-hi-šú,10211,3376ce70-2ea5-4654-be77-5c8ea979e1f7__oip-114-12,glyph_img/3376ce70-2ea5-4654-be77-5c8ea979e1f7__oip-114-12.png,,muh,187,566
2286,mi-iq-ti,10210,c3af4ec0-04bd-4956-b657-613680be3517__oip-114-12,glyph_img/c3af4ec0-04bd-4956-b657-613680be3517__oip-114-12.png,,iq,168,566
2287,mi-iq-ti,10209,986f8978-772b-4e7d-a8a3-0e4c03fdbdc9__oip-114-12,glyph_img/986f8978-772b-4e7d-a8a3-0e4c03fdbdc9__oip-114-12.png,,mi,188,566
2288,en-na,10208,890bf822-0931-4eae-8bd0-e9ade8c99c4e__oip-114-12,glyph_img/890bf822-0931-4eae-8bd0-e9ade8c99c4e__oip-114-12.png,,en,233,566
2289,tam-nu-ú,10207,c87cb5b9-f601-44d4-a02b-bfc6298de56e__oip-114-12,glyph_img/c87cb5b9-f601-44d4-a02b-bfc6298de56e__oip-114-12.png,,tam,138,566
2290,tam-nu-ú,10206,314f92aa-717f-4a91-a958-618769f29271__oip-114-12,glyph_img/314f92aa-717f-4a91-a958-618769f29271__oip-114-12.png,,ú,124,566
2291,tam-nu-ú,10205,27c44e9f-a4e5-494a-b0e0-9010cc533e1c__oip-114-12,glyph_img/27c44e9f-a4e5-494a-b0e0-9010cc533e1c__oip-114-12.png,,nu,226,566
2292,a-su-mit-ti,10204,10679e09-3755-4b46-9d3f-b6e96776e769__oip-114-12,glyph_img/10679e09-3755-4b46-9d3f-b6e96776e769__oip-114-12.png,,ti,171,566
2293,a-su-mit-ti,10203,75363c13-f156-42d2-bb61-56a11fd66c10__oip-114-12,glyph_img/75363c13-f156-42d2-bb61-56a11fd66c10__oip-114-12.png,,mit,219,566
2294,a-su-mit-ti,10202,fcbedaae-cc32-4711-92f4-38939d1dd642__oip-114-12,glyph_img/fcbedaae-cc32-4711-92f4-38939d1dd642__oip-114-12.png,,su,181,566
2295,mas-su-ta,10201,a7737ec8-9ae9-4867-b842-8cfbe4774ab2__oip-114-12,glyph_img/a7737ec8-9ae9-4867-b842-8cfbe4774ab2__oip-114-12.png,,mas,247,566
2296,ina É PN,10200,f8933f4d-ab77-4dc6-a776-4a6e24d6a2fa__oip-114-12,glyph_img/f8933f4d-ab77-4dc6-a776-4a6e24d6a2fa__oip-114-12.png,,É,136,566
2297,i-da-tum4-ma,10199,0e940f7f-b723-4f88-a5b1-1cd85fc9e08c__oip-114-12,glyph_img/0e940f7f-b723-4f88-a5b1-1cd85fc9e08c__oip-114-12.png,,tum4,213,566
2298,i-da-tum4-ma,10198,86605d8a-0bf7-4d8b-aca1-113609467af4__oip-114-12,glyph_img/86605d8a-0bf7-4d8b-aca1-113609467af4__oip-114-12.png,,da,131,566
2299,ŠEŠ-ia-a-ma,10197,c060c3eb-c698-4524-8cbd-4f485ed80531__oip-114-12,glyph_img/c060c3eb-c698-4524-8cbd-4f485ed80531__oip-114-12.png,,ia,222,566
2300,lu-ú,10196,6bea9910-6362-48ec-8e46-69a33a414edd__oip-114-12,glyph_img/6bea9910-6362-48ec-8e46-69a33a414edd__oip-114-12.png,,ú,124,566
2301,šùl-mu,10195,30068e86-63a6-446a-8815-e1537fb25608__oip-114-12,glyph_img/30068e86-63a6-446a-8815-e1537fb25608__oip-114-12.png,,šùl,192,566
2302,a-na,10194,e8ca0bde-cf10-438f-a74e-8f0e0620c69e__oip-114-12,glyph_img/e8ca0bde-cf10-438f-a74e-8f0e0620c69e__oip-114-12.png,,a,107,566
2303,ka-ša,10193,de61ea4e-5f56-4ad2-8d95-9cdd0e7fe1e8__oip-114-12,glyph_img/de61ea4e-5f56-4ad2-8d95-9cdd0e7fe1e8__oip-114-12.png,,ka,178,566
2304,I.d+EN-ú-sa-ti,10192,29c71e2a-d236-4d78-81cc-8f3b51fe7161__oip-114-12,glyph_img/29c71e2a-d236-4d78-81cc-8f3b51fe7161__oip-114-12.png,PN,d+EN,233,566
2305,I.d+EN-ú-sa-ti,10191,240a0999-83de-4254-8733-66449bbe4735__oip-114-12,glyph_img/240a0999-83de-4254-8733-66449bbe4735__oip-114-12.png,PN,sa,165,566
2306,qí-bi-ma,10190,6ee8187d-eafd-4b54-9a54-e271e3e6e935__oip-114-12,glyph_img/6ee8187d-eafd-4b54-9a54-e271e3e6e935__oip-114-12.png,,ma,133,566
2307,qí-bi-ma,10189,27f19063-488d-4b73-add9-a6351b8daab8__oip-114-12,glyph_img/27f19063-488d-4b73-add9-a6351b8daab8__oip-114-12.png,,bi,93,566
2308,qí-bi-ma,10188,f858f6eb-e9ce-468f-b3b6-2c845e5ab958__oip-114-12,glyph_img/f858f6eb-e9ce-468f-b3b6-2c845e5ab958__oip-114-12.png,,qí,193,566
2309,ŠEŠ-ia-a-ma,10187,b14a7986-385a-446c-a6b0-f53e586c7bec__oip-114-10,glyph_img/b14a7986-385a-446c-a6b0-f53e586c7bec__oip-114-10.png,,ŠEŠ,129,565
2310,ṣi-bu-ut-ka,10186,5ac6bff7-b617-4301-ac41-32fa1f43f464__oip-114-10,glyph_img/5ac6bff7-b617-4301-ac41-32fa1f43f464__oip-114-10.png,,bu,137,565
2311,mim-ma,10185,5aa309de-d208-4b7b-9590-1a1382859d68__oip-114-10,glyph_img/5aa309de-d208-4b7b-9590-1a1382859d68__oip-114-10.png,,mim,60,565
2312,ṣi-bu-ut-ka,10184,a185e876-35c3-4c11-a8dd-e1d596615b0b__oip-114-10,glyph_img/a185e876-35c3-4c11-a8dd-e1d596615b0b__oip-114-10.png,,ṣi,58,565
2313,lu-še-bi-lak-ka,10183,c4e695d4-3fef-440d-a79e-5902ecf26799__oip-114-10,glyph_img/c4e695d4-3fef-440d-a79e-5902ecf26799__oip-114-10.png,,bi,93,565
2314,lu-še-bi-lak-ka,10182,afbef8a1-49ee-483d-b269-e3821c26360d__oip-114-10,glyph_img/afbef8a1-49ee-483d-b269-e3821c26360d__oip-114-10.png,,lak,123,565
2315,šup-ram-ma,10181,1c5439b9-6701-4a60-a01e-0802079f561c__oip-114-10,glyph_img/1c5439b9-6701-4a60-a01e-0802079f561c__oip-114-10.png,,šup,173,565
2316,LÚ.DUMU šip-ri-ia,10180,0d5952fb-7a8b-4594-8c80-e9e41c6972f6__oip-114-10,glyph_img/0d5952fb-7a8b-4594-8c80-e9e41c6972f6__oip-114-10.png,,šip,209,565
2317,it-tal-ka,10179,9860114c-6450-46fc-b1d7-c1a181e50281__oip-114-10,glyph_img/9860114c-6450-46fc-b1d7-c1a181e50281__oip-114-10.png,,tal,167,565
2318,it-tal-ka,10178,88527921-904c-4de9-bbf9-ec68c72c9e14__oip-114-10,glyph_img/88527921-904c-4de9-bbf9-ec68c72c9e14__oip-114-10.png,,it,130,565
2319,pa-ni-ka,10177,7ec93d8c-0c25-4bb0-86b4-bdb302b75484__oip-114-10,glyph_img/7ec93d8c-0c25-4bb0-86b4-bdb302b75484__oip-114-10.png,,ni,210,565
2320,pa-ni-ka,10176,bb7c5c47-03f5-4e0b-a0b3-79b3e066f381__oip-114-10,glyph_img/bb7c5c47-03f5-4e0b-a0b3-79b3e066f381__oip-114-10.png,,pa,14,565
2321,2 MA.NA,10175,7a5bce52-049b-46f5-b7ed-b62c7ba919bb__oip-114-10,glyph_img/7a5bce52-049b-46f5-b7ed-b62c7ba919bb__oip-114-10.png,,NA,172,565
2322,ul-te-bi-lak-ka,10174,e2ada70d-5bfd-4249-a5f6-95c163a6366a__oip-114-10,glyph_img/e2ada70d-5bfd-4249-a5f6-95c163a6366a__oip-114-10.png,,ul,189,565
2323,ul-te-bi-lak-ka,10173,9e95b6d0-f2c9-4ada-b535-c9feb0f47fae__oip-114-10,glyph_img/9e95b6d0-f2c9-4ada-b535-c9feb0f47fae__oip-114-10.png,,te,81,565
2324,KI.LAM,10172,d048b55b-21b4-477d-8a1c-f021f89d6495__oip-114-10,glyph_img/d048b55b-21b4-477d-8a1c-f021f89d6495__oip-114-10.png,,KI,193,565
2325,KI.LAM,10171,18d31635-df7e-4277-b88e-35bd6f1a26b9__oip-114-10,glyph_img/18d31635-df7e-4277-b88e-35bd6f1a26b9__oip-114-10.png,,LAM,43,565
2326,2 ME,10170,e20d4d5b-673f-4801-938f-20937e35e6c0__oip-114-10,glyph_img/e20d4d5b-673f-4801-938f-20937e35e6c0__oip-114-10.png,numeral,ME,209,565
2327,LÚ.TUR.MEŠ,10169,0c4bba0c-6a0d-498f-b01e-6896b48214e7__oip-114-10,glyph_img/0c4bba0c-6a0d-498f-b01e-6896b48214e7__oip-114-10.png,,TUR,64,565
2328,GIŠ.KÍN,10168,cf8a85c0-676c-42dc-acbe-97cb588a9d81__oip-114-10,glyph_img/cf8a85c0-676c-42dc-acbe-97cb588a9d81__oip-114-10.png,,KÍN,185,565
2329,GIŠ.KÍN,10167,1271a63d-de65-4ae8-ac8a-6b0c31974142__oip-114-10,glyph_img/1271a63d-de65-4ae8-ac8a-6b0c31974142__oip-114-10.png,,GIŠ,15,565
2330,u4-mu,10166,0a60056c-12da-4132-a18e-71033726bcca__oip-114-10,glyph_img/0a60056c-12da-4132-a18e-71033726bcca__oip-114-10.png,,mu,174,565
2331,GABA.RI,10165,74a50402-cf2f-4caf-ad7e-53860dd4dde3__oip-114-10,glyph_img/74a50402-cf2f-4caf-ad7e-53860dd4dde3__oip-114-10.png,,GABA,21,565
2332,ha-an-ṭiš,10164,37c9eb0d-d50e-45ca-8b69-56d67569219d__oip-114-10,glyph_img/37c9eb0d-d50e-45ca-8b69-56d67569219d__oip-114-10.png,,ṭiš,76,565
2333,ha-an-ṭiš,10163,f61d042c-0c38-4805-9f35-ee238976dbe6__oip-114-10,glyph_img/f61d042c-0c38-4805-9f35-ee238976dbe6__oip-114-10.png,,ha,105,565
2334,šu-bi-la,10162,238fdff5-5afc-494c-8d6b-199b6a06ae21__oip-114-10,glyph_img/238fdff5-5afc-494c-8d6b-199b6a06ae21__oip-114-10.png,,la,231,565
2335,lu-mur,10161,ae619bef-d436-4734-b96e-9f7452e1af3f__oip-114-10,glyph_img/ae619bef-d436-4734-b96e-9f7452e1af3f__oip-114-10.png,,mur,185,565
2336,ṭup-pi-ia,10160,43d8191e-14b5-43fc-ae39-3180b4b8aae1__oip-114-10,glyph_img/43d8191e-14b5-43fc-ae39-3180b4b8aae1__oip-114-10.png,,ṭup,37,565
2337,ṭup-pi-ia,10159,6724e8b1-67c5-4c47-acf4-2ef33359a968__oip-114-10,glyph_img/6724e8b1-67c5-4c47-acf4-2ef33359a968__oip-114-10.png,,pi,139,565
2338,tam-mar,10158,f0f7529d-fd5e-453c-af31-0ad61d4f62e1__oip-114-10,glyph_img/f0f7529d-fd5e-453c-af31-0ad61d4f62e1__oip-114-10.png,,tam,138,565
2339,IGI.II-ia,10157,07b51597-4552-4847-bd36-a0ea28ca738b__oip-114-10,glyph_img/07b51597-4552-4847-bd36-a0ea28ca738b__oip-114-10.png,,IGI,190,565
2340,e-kám-ma,10156,2957dc94-84e1-4bd7-8652-7d280755bfd8__oip-114-10,glyph_img/2957dc94-84e1-4bd7-8652-7d280755bfd8__oip-114-10.png,,ma,133,565
2341,e-kám-ma,10155,0ba23753-f3b6-42ac-927d-3582ec12af9d__oip-114-10,glyph_img/0ba23753-f3b6-42ac-927d-3582ec12af9d__oip-114-10.png,,e,119,565
2342,ZI.MEŠ,10154,233c1ac1-dd73-4eaf-83ff-5f37d9ee4c3e__oip-114-10,glyph_img/233c1ac1-dd73-4eaf-83ff-5f37d9ee4c3e__oip-114-10.png,,MEŠ,115,565
2343,ZI.MEŠ,10153,17ef686b-160e-4b4f-9f09-9ebb9ec71a1d__oip-114-10,glyph_img/17ef686b-160e-4b4f-9f09-9ebb9ec71a1d__oip-114-10.png,,ZI,228,565
2344,i-ba-áš-šú,10152,928a2f81-ddad-4f44-9013-4519f5067a00__oip-114-10,glyph_img/928a2f81-ddad-4f44-9013-4519f5067a00__oip-114-10.png,,šú,113,565
2345,i-ba-áš-šú,10151,45099a81-8ea2-4b62-aafe-aad7c323d104__oip-114-10,glyph_img/45099a81-8ea2-4b62-aafe-aad7c323d104__oip-114-10.png,,áš,132,565
2346,i-ba-áš-šú,10150,d4c05e87-c1a2-4976-b5fb-9e5ccc80cbc6__oip-114-10,glyph_img/d4c05e87-c1a2-4976-b5fb-9e5ccc80cbc6__oip-114-10.png,,ba,182,565
2347,hal-qa-a-ta,10149,9e2029b8-2ea5-4455-b0a1-405a8105bc40__oip-114-10,glyph_img/9e2029b8-2ea5-4455-b0a1-405a8105bc40__oip-114-10.png,,ta,154,565
2348,man-nu,10148,6269f594-cff5-4379-80d8-4691d9696bd2__oip-114-10,glyph_img/6269f594-cff5-4379-80d8-4691d9696bd2__oip-114-10.png,,nu,226,565
2349,man-nu,10147,21f1dc42-b2fd-417c-b6e0-9648b9f7567e__oip-114-10,glyph_img/21f1dc42-b2fd-417c-b6e0-9648b9f7567e__oip-114-10.png,,man,75,565
2350,hal-qa-a-ta,10146,4733f856-0b00-42f6-9000-25d2fc13b8ff__oip-114-10,glyph_img/4733f856-0b00-42f6-9000-25d2fc13b8ff__oip-114-10.png,,hal,47,565
2351,i-dab-bu-ub-ma,10145,8b7b9013-4424-414e-aeff-4d70351151f0__oip-114-10,glyph_img/8b7b9013-4424-414e-aeff-4d70351151f0__oip-114-10.png,,i,155,565
2352,i-dab-bu-ub-ma,10144,0d3dfe2e-4a88-4145-a5b7-a8761b3a0abd__oip-114-10,glyph_img/0d3dfe2e-4a88-4145-a5b7-a8761b3a0abd__oip-114-10.png,,dab,114,565
2353,ia-nu-um-ma,10143,6f245ba4-e087-4954-9fef-913efa3bb881__bin-1-42,glyph_img/6f245ba4-e087-4954-9fef-913efa3bb881__bin-1-42.png,l.24,ia,222,564
2354,ma-la,10142,c65535ec-f529-4bfc-ad2a-ddc5428a6990__bin-1-42,glyph_img/c65535ec-f529-4bfc-ad2a-ddc5428a6990__bin-1-42.png,l.22,la,231,564
2355,ma-la,10141,70f550d6-6c16-4f54-bf26-5c65d2db98dc__bin-1-42,glyph_img/70f550d6-6c16-4f54-bf26-5c65d2db98dc__bin-1-42.png,l.22,ma,133,564
2356,a-na,10140,980d94b1-90c4-40ed-b436-143f35deef97__bin-1-42,glyph_img/980d94b1-90c4-40ed-b436-143f35deef97__bin-1-42.png,l.20,a,107,564
2357,i-de,10139,8ec9127a-36fa-415b-9590-144ab6bbd972__bin-1-42,glyph_img/8ec9127a-36fa-415b-9590-144ab6bbd972__bin-1-42.png,l.12,de,192,564
2358,i-de,10138,ab25aecd-0ce2-4585-8165-553ff1c66291__bin-1-42,glyph_img/ab25aecd-0ce2-4585-8165-553ff1c66291__bin-1-42.png,l.12,i,155,564
2359,ì,10137,10d61e81-627b-4ee8-8af7-3518e7181071__bin-1-42,glyph_img/10d61e81-627b-4ee8-8af7-3518e7181071__bin-1-42.png,l.11,ì,210,564
2360,ul-te-ši-ib-šú,10136,8b8d8e1b-d149-4063-8ea1-07df71fc4cd9__bin-1-42,glyph_img/8b8d8e1b-d149-4063-8ea1-07df71fc4cd9__bin-1-42.png,l.9,ši,190,564
2361,ul-te-ši-ib-šú,10135,2b460915-7d92-4816-945d-488e0f84038a__bin-1-42,glyph_img/2b460915-7d92-4816-945d-488e0f84038a__bin-1-42.png,l.9,te,81,564
2362,il-ta-kan,10134,9012a559-452a-4190-8cf4-edf97db7a7e0__bin-1-42,glyph_img/9012a559-452a-4190-8cf4-edf97db7a7e0__bin-1-42.png,l.8,kan,156,564
2363,il-ta-kan,10133,24bc630f-d650-4857-949d-514731f171ee__bin-1-42,glyph_img/24bc630f-d650-4857-949d-514731f171ee__bin-1-42.png,l.8,ta,154,564
2364,il-ta-kan,10132,50f2f612-3bb4-4a63-b763-cb664f95bcc9__bin-1-42,glyph_img/50f2f612-3bb4-4a63-b763-cb664f95bcc9__bin-1-42.png,l.8,il,96,564
2365,na-ka-áš-ta,10131,89afdecb-799a-4831-9b08-87eb0d68d9f4__bin-1-42,glyph_img/89afdecb-799a-4831-9b08-87eb0d68d9f4__bin-1-42.png,l.6,áš,132,564
